,State,AgencyType,AgencyName,Population,DrugNarcoticOffenses,DrugNarcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,WeaponLawViolations
268,COLORADO,Cities,Fowler,1201.0,35.0,16.0,19.0,,,,,,,,,,1.0
269,COLORADO,Cities,Frederick,9007.0,33.0,17.0,16.0,,,,,,,,,,1.0
270,COLORADO,Cities,Frisco,2717.0,61.0,39.0,22.0,,,,,,,,,,4.0
271,COLORADO,Cities,Fruita,12852.0,,,,,,,,,,,,,
272,COLORADO,Cities,Georgetown,1039.0,229.0,126.0,103.0,,,,,,,,,,10.0
273,COLORADO,Cities,Glenwood Springs,9727.0,137.0,73.0,64.0,,,,,,1.0,,,,7.0
274,COLORADO,Cities,Golden,19298.0,29.0,15.0,14.0,,,,,,,,,,3.0
275,COLORADO,Cities,Granby,1852.0,1044.0,578.0,466.0,,,,,,,1.0,1.0,,76.0
276,COLORADO,Cities,Grand Junction,59516.0,898.0,515.0,383.0,,,,,,7.0,3.0,2.0,1.0,64.0
277,COLORADO,Cities,Greeley,96276.0,,,,,,,,,,,,,
278,COLORADO,Cities,Green Mountain Falls,664.0,336.0,181.0,155.0,,,,,,,3.0,2.0,1.0,10.0
279,COLORADO,Cities,Greenwood Village,14434.0,64.0,41.0,23.0,,,,,,1.0,,,,4.0
280,COLORADO,Cities,Gunnison,5967.0,4.0,2.0,2.0,,,,,,,,,,
281,COLORADO,Cities,Holyoke,2322.0,21.0,15.0,6.0,,,,,,,,,,4.0
282,COLORADO,Cities,Idaho Springs,1726.0,,,,,,,,,,,,,
283,COLORADO,Cities,Ignacio,721.0,16.0,13.0,3.0,,,,,,1.0,,,,3.0
284,COLORADO,Cities,Johnstown,10259.0,1.0,1.0,,,,,,,,,,,
285,COLORADO,Cities,Kersey,1509.0,,,,,,,,,,,,,
286,COLORADO,Cities,Kiowa,736.0,299.0,151.0,148.0,,,,,,3.0,2.0,1.0,1.0,15.0
287,COLORADO,Cities,Lafayette,25209.0,21.0,19.0,2.0,,,,,,,,,,4.0
288,COLORADO,Cities,La Junta,7187.0,17.0,15.0,2.0,,,,,,,,,,1.0
289,COLORADO,Cities,Lakeside,8.0,1102.0,545.0,557.0,,,,,,15.0,86.0,52.0,34.0,140.0
290,COLORADO,Cities,Lakewood,146404.0,135.0,72.0,63.0,,,,,,,,,,2.0
291,COLORADO,Cities,Lamar,8035.0,12.0,9.0,3.0,,,,,,,,,,1.0
292,COLORADO,Cities,La Salle,2030.0,29.0,14.0,15.0,,,,,,,,,,3.0
293,COLORADO,Cities,Leadville,2680.0,,,,,,,,,,,,,
294,COLORADO,Cities,Limon,1900.0,303.0,165.0,138.0,,,,,,1.0,,,,28.0
295,COLORADO,Cities,Littleton,43229.0,252.0,126.0,126.0,,,,,,,,,,9.0
296,COLORADO,Cities,Lone Tree,11488.0,636.0,342.0,294.0,,,,,,1.0,3.0,1.0,2.0,52.0
297,COLORADO,Cities,Longmont,88925.0,850.0,381.0,469.0,,,,,,13.0,,,,52.0
298,COLORADO,Cities,Loveland,69147.0,118.0,56.0,62.0,,,,,,,,,,8.0
299,COLORADO,Cities,Manitou Springs,5184.0,10.0,7.0,3.0,,,,,,1.0,,,,3.0
300,COLORADO,Cities,Mead,3532.0,3.0,1.0,2.0,,,,,,1.0,,,,
301,COLORADO,Cities,Meeker,2554.0,2.0,1.0,1.0,,,,,,,,,,
302,COLORADO,Cities,Minturn,1037.0,40.0,20.0,20.0,,,,,,1.0,,,,3.0
303,COLORADO,Cities,Monte Vista,4495.0,285.0,149.0,136.0,,,,,,2.0,,,,26.0
304,COLORADO,Cities,Montrose,19274.0,53.0,25.0,28.0,,,,,,,,,,6.0
305,COLORADO,Cities,Monument,5744.0,5.0,3.0,2.0,,,,,,,,,,
306,COLORADO,Cities,Morrison,437.0,4.0,2.0,2.0,,,,,,,,,,
307,COLORADO,Cities,Mount Crested Butte,817.0,10.0,10.0,,,,,,,,,,,3.0
308,COLORADO,Cities,New Castle,4570.0,483.0,252.0,231.0,,,,,,,1.0,1.0,,46.0
309,COLORADO,Cities,Northglenn,37094.0,1.0,1.0,,,,,,,,,,,
310,COLORADO,Cities,Ouray,996.0,23.0,11.0,12.0,,,,,,,,,,3.0
311,COLORADO,Cities,Pagosa Springs,1741.0,,,,,,,,,,,,,
312,COLORADO,Cities,Palisade,2735.0,2.0,1.0,1.0,,,,,,,,,,1.0
313,COLORADO,Cities,Palmer Lake,2512.0,12.0,10.0,2.0,,,,,,,,,,1.0
314,COLORADO,Cities,Parachute,1098.0,197.0,102.0,95.0,,,,,,12.0,,,,10.0
315,COLORADO,Cities,Parker,47004.0,385.0,240.0,145.0,,,,,,2.0,1.0,,1.0,93.0
316,COLORADO,Cities,Pueblo,109065.0,3.0,3.0,,,,,,,,,,,3.0
317,COLORADO,Cities,Rangely,2438.0,,,,,,,,,,,,,
318,COLORADO,Cities,Rocky Ford,4019.0,62.0,46.0,16.0,,,,,,,1.0,1.0,,2.0
319,COLORADO,Cities,Salida,5347.0,7.0,3.0,4.0,,,,,,,,,,
320,COLORADO,Cities,Severance,3284.0,97.0,48.0,49.0,,,,,,2.0,,,,10.0
321,COLORADO,Cities,Sheridan,5871.0,3.0,2.0,1.0,,,,,,,,,,2.0
322,COLORADO,Cities,Silt,2965.0,15.0,10.0,5.0,,,,,,,,,,1.0
323,COLORADO,Cities,Silverthorne,3930.0,2.0,2.0,,,,,,,,,,,
324,COLORADO,Cities,Snowmass Village,2857.0,,,,,,,,,,,,,1.0
325,COLORADO,Cities,South Fork,382.0,,,,,,,,,,,,,
326,COLORADO,Cities,Springfield,1474.0,159.0,99.0,60.0,,,,,,,,,,10.0
327,COLORADO,Cities,Steamboat Springs,12116.0,59.0,27.0,32.0,,,,,,1.0,1.0,,1.0,11.0
328,COLORADO,Cities,Sterling,14929.0,,,,,,,,,,,,,
329,COLORADO,Cities,Stratton,676.0,21.0,12.0,9.0,,,,,,,,,,1.0
330,COLORADO,Cities,Telluride,2401.0,898.0,488.0,410.0,,,,,,1.0,15.0,1.0,14.0,109.0
331,COLORADO,Cities,Thornton,123115.0,,,,,,,,,,,,,1.0
332,COLORADO,Cities,Timnath,647.0,46.0,46.0,,,,,,,,,,,5.0
333,COLORADO,Cities,Trinidad,8939.0,171.0,113.0,58.0,,,,,,,5.0,4.0,1.0,5.0
334,COLORADO,Cities,Vail,5343.0,20.0,13.0,7.0,,,,,,,,,,2.0
335,COLORADO,Cities,Walsenburg,3021.0,,,,,,,,,,,,,
336,COLORADO,Cities,Walsh,556.0,980.0,501.0,479.0,,,,,,1.0,1.0,1.0,,90.0
337,COLORADO,Cities,Westminster,109461.0,200.0,116.0,84.0,,,,,,,6.0,3.0,3.0,20.0
338,COLORADO,Cities,Wheat Ridge,30886.0,81.0,42.0,39.0,,,,,,1.0,,,,7.0
339,COLORADO,Cities,Windsor,19330.0,55.0,26.0,29.0,,,,,,,1.0,,1.0,6.0
340,COLORADO,Cities,Woodland Park,7301.0,,,,,,,,,,,,,
341,COLORADO,Cities,Wray,2387.0,11.0,4.0,7.0,,,,,,,,,,2.0
342,COLORADO,Cities,Yuma,3593.0,4.0,2.0,2.0,,,,,,,,,,1.0
343,COLORADO,Universities and Colleges,Aims Community College,5290.0,1.0,1.0,,,,,,,,,,,
344,COLORADO,Universities and Colleges,Arapahoe Community College,11148.0,22.0,10.0,12.0,,,,,,,,,,2.0
345,COLORADO,Universities and Colleges,Auraria Higher Education Center3,11148.0,388.0,193.0,195.0,,,,,,,,,,8.0
346,COLORADO,Universities and Colleges,"Colorado State University, Fort Collins",30467.0,57.0,31.0,26.0,,,,,,,,,,1.0
347,COLORADO,Universities and Colleges,Fort Lewis College,3841.0,7.0,5.0,2.0,,,,,,1.0,,,,4.0
348,COLORADO,Universities and Colleges,Pikes Peak Community College,14725.0,11.0,11.0,,,,,,,,,,,
349,COLORADO,Universities and Colleges,Red Rocks Community College,9544.0,,,,,,,,,,,,,
350,COLORADO,Universities and Colleges,University of Colorado:,9544.0,779.0,376.0,403.0,,,,,,2.0,1.0,1.0,,5.0
351,COLORADO,Universities and Colleges,Boulder,32558.0,63.0,32.0,31.0,,,,,,1.0,,,,
352,COLORADO,Universities and Colleges,Colorado Springs,10183.0,7.0,6.0,1.0,,,,,,,,,,
353,COLORADO,Universities and Colleges,Denver,22495.0,,,,,,,,,,,,,
354,COLORADO,Universities and Colleges,Health Sciences Center3,22495.0,,,,,,,,,,,,,
355,COLORADO,Universities and Colleges,University of Northern Colorado,13038.0,1782.0,877.0,905.0,,,,,,,5.0,3.0,2.0,126.0
356,COLORADO,Metropolitan Counties,Adams,13038.0,291.0,164.0,127.0,,,,,,2.0,1.0,1.0,,19.0
357,COLORADO,Metropolitan Counties,Arapahoe,13038.0,63.0,36.0,27.0,,,,,,,,,,6.0
358,COLORADO,Metropolitan Counties,Clear Creek,13038.0,489.0,249.0,240.0,,,,,,56.0,1.0,,1.0,28.0
359,COLORADO,Metropolitan Counties,Douglas,13038.0,12.0,10.0,2.0,,,,,,1.0,,,,1.0
360,COLORADO,Metropolitan Counties,Elbert,13038.0,278.0,184.0,94.0,,,,,,3.0,2.0,,2.0,46.0
361,COLORADO,Metropolitan Counties,El Paso,13038.0,52.0,30.0,22.0,,,,,,16.0,,,,2.0
362,COLORADO,Metropolitan Counties,Gilpin,13038.0,654.0,467.0,187.0,,,,,,6.0,3.0,3.0,,38.0
363,COLORADO,Metropolitan Counties,Jefferson,13038.0,613.0,326.0,287.0,,,,,,,4.0,4.0,,52.0
364,COLORADO,Metropolitan Counties,Larimer,13038.0,373.0,186.0,187.0,,,,,,3.0,2.0,,2.0,34.0
365,COLORADO,Metropolitan Counties,Mesa,13038.0,20.0,16.0,4.0,,,,,,1.0,,,,1.0
366,COLORADO,Metropolitan Counties,Park,13038.0,41.0,28.0,13.0,,,,,,,,,,6.0
367,COLORADO,Metropolitan Counties,Teller,13038.0,182.0,98.0,84.0,,,,,,8.0,,,,23.0
368,COLORADO,Metropolitan Counties,Weld,13038.0,4.0,3.0,1.0,,,,,,,,,,2.0
369,COLORADO,Nonmetropolitan Counties,Alamosa,13038.0,6.0,5.0,1.0,,,,,,,,,,5.0
370,COLORADO,Nonmetropolitan Counties,Archuleta,13038.0,8.0,7.0,1.0,,,,,,,,,,
371,COLORADO,Nonmetropolitan Counties,Baca,13038.0,3.0,3.0,,,,,,,,,,,
372,COLORADO,Nonmetropolitan Counties,Bent,13038.0,46.0,28.0,18.0,,,,,,,,,,2.0
373,COLORADO,Nonmetropolitan Counties,Chaffee,13038.0,5.0,4.0,1.0,,,,,,,,,,1.0
374,COLORADO,Nonmetropolitan Counties,Cheyenne,13038.0,7.0,6.0,1.0,,,,,,,,,,
375,COLORADO,Nonmetropolitan Counties,Conejos,13038.0,,,,,,,,,,,,,4.0
376,COLORADO,Nonmetropolitan Counties,Costilla,13038.0,,,,,,,,,,,,,
377,COLORADO,Nonmetropolitan Counties,Crowley,13038.0,6.0,4.0,2.0,,,,,,,,,,2.0
378,COLORADO,Nonmetropolitan Counties,Custer,13038.0,8.0,4.0,4.0,,,,,,,,,,6.0
379,COLORADO,Nonmetropolitan Counties,Delta,13038.0,,,,,,,,,,,,,
380,COLORADO,Nonmetropolitan Counties,Dolores,13038.0,156.0,99.0,57.0,,,,,,4.0,,,,9.0
381,COLORADO,Nonmetropolitan Counties,Eagle,13038.0,24.0,15.0,9.0,,,,,,3.0,,,,6.0
382,COLORADO,Nonmetropolitan Counties,Fremont,13038.0,41.0,18.0,23.0,,,,,,1.0,,,,10.0
383,COLORADO,Nonmetropolitan Counties,Garfield,13038.0,2.0,2.0,,,,,,,1.0,,,,
384,COLORADO,Nonmetropolitan Counties,Gunnison,13038.0,3.0,3.0,,,,,,,,,,,1.0
385,COLORADO,Nonmetropolitan Counties,Huerfano,13038.0,24.0,12.0,12.0,,,,,,,,,,1.0
386,COLORADO,Nonmetropolitan Counties,Kit Carson,13038.0,10.0,8.0,2.0,,,,,,,,,,2.0
387,COLORADO,Nonmetropolitan Counties,Lake,13038.0,4.0,3.0,1.0,,,,,,,,,,3.0
388,COLORADO,Nonmetropolitan Counties,Lincoln,13038.0,133.0,80.0,53.0,,,,,,1.0,,,,9.0
389,COLORADO,Nonmetropolitan Counties,Logan,13038.0,,,,,,,,,,,,,
390,COLORADO,Nonmetropolitan Counties,Mineral,13038.0,40.0,21.0,19.0,,,,,,,,,,4.0
391,COLORADO,Nonmetropolitan Counties,Moffat,13038.0,155.0,72.0,83.0,,,,,,,,,,7.0
392,COLORADO,Nonmetropolitan Counties,Montezuma,13038.0,77.0,37.0,40.0,,,,,,,,,,11.0
393,COLORADO,Nonmetropolitan Counties,Montrose,13038.0,76.0,39.0,37.0,,,,,,,,,,9.0
394,COLORADO,Nonmetropolitan Counties,Morgan,13038.0,3.0,2.0,1.0,,,,,,1.0,1.0,1.0,,4.0
395,COLORADO,Nonmetropolitan Counties,Otero,13038.0,,,,,,,,,,,,,
396,COLORADO,Nonmetropolitan Counties,Ouray,13038.0,4.0,3.0,1.0,,,,,,,,,,2.0
397,COLORADO,Nonmetropolitan Counties,Pitkin,13038.0,47.0,29.0,18.0,,,,,,,,,,3.0
398,COLORADO,Nonmetropolitan Counties,Prowers,13038.0,34.0,16.0,18.0,,,,,,,,,,6.0
399,COLORADO,Nonmetropolitan Counties,Rio Blanco,13038.0,,,,,,,,,,,,,1.0
400,COLORADO,Nonmetropolitan Counties,Rio Grande,13038.0,22.0,14.0,8.0,,,,,,,,,,
401,COLORADO,Nonmetropolitan Counties,Routt,13038.0,9.0,6.0,3.0,,,,,,,,,,2.0
402,COLORADO,Nonmetropolitan Counties,Saguache,13038.0,1.0,1.0,,,,,,,,,,,
403,COLORADO,Nonmetropolitan Counties,San Juan,13038.0,,,,,,,,,,,,,
404,COLORADO,Nonmetropolitan Counties,San Miguel,13038.0,2.0,1.0,1.0,,,,,,,,,,
405,COLORADO,Nonmetropolitan Counties,Sedgwick,13038.0,97.0,54.0,43.0,,,,,,,,,,7.0
406,COLORADO,Nonmetropolitan Counties,Summit,13038.0,29.0,21.0,8.0,,,,,,,,,,3.0
407,COLORADO,Nonmetropolitan Counties,Washington,13038.0,3.0,2.0,1.0,,,,,,,,,,1.0
408,COLORADO,Nonmetropolitan Counties,Yuma,13038.0,2453.0,1416.0,1037.0,,,,,,,,,,79.0
409,COLORADO,State Police Agencies,Colorado State Patrol,13038.0,10.0,9.0,1.0,,,,,,,,,,
410,COLORADO,Other Agencies,22nd Judicial District Drug Task Force,13038.0,,,,,,,,,,,,,
411,COLORADO,Other Agencies,Colorado Bureau of Investigation,13038.0,,,,,,,,,,,,,
412,COLORADO,Other Agencies,Colorado Mental Health Institute,13038.0,8.0,5.0,3.0,,,,,,,,,,1.0
413,COLORADO,Other Agencies,Delta Montrose Drug Task Force,13038.0,160.0,141.0,19.0,,,,,,,,,,22.0
414,CONNECTICUT,Cities,Ansonia,19271.0,38.0,23.0,15.0,,,,,,1.0,,,,1.0
415,CONNECTICUT,Cities,Avon,18162.0,32.0,25.0,7.0,,,,,,1.0,,,,8.0
416,CONNECTICUT,Cities,Berlin,19935.0,59.0,40.0,19.0,,,,,,1.0,,,,4.0
417,CONNECTICUT,Cities,Bethel,18822.0,148.0,104.0,44.0,,,,,,1.0,,,,11.0
418,CONNECTICUT,Cities,Bloomfield,20557.0,72.0,56.0,16.0,,,,,,,1.0,,1.0,4.0
419,CONNECTICUT,Cities,Branford,28055.0,305.0,259.0,46.0,,,,,,1.0,,,,26.0
420,CONNECTICUT,Cities,Bristol,60688.0,44.0,25.0,19.0,,,,,,,2.0,1.0,1.0,7.0
421,CONNECTICUT,Cities,Brookfield,16662.0,37.0,22.0,15.0,,,,,,,,,,
422,CONNECTICUT,Cities,Canton,10328.0,45.0,27.0,18.0,,,,,,,,,,2.0
423,CONNECTICUT,Cities,Cheshire,29295.0,175.0,117.0,58.0,,,,,,,7.0,5.0,2.0,13.0
424,CONNECTICUT,Cities,Clinton,13326.0,16.0,14.0,2.0,,,,,,2.0,,,,1.0
425,CONNECTICUT,Cities,Coventry,12451.0,11.0,10.0,1.0,,,,,,,,,,3.0
426,CONNECTICUT,Cities,Cromwell,14075.0,17.0,13.0,4.0,,,,,,1.0,1.0,1.0,,1.0
427,CONNECTICUT,Cities,Darien,20998.0,105.0,104.0,1.0,,,,,,,1.0,1.0,,4.0
428,CONNECTICUT,Cities,Derby,12917.0,129.0,82.0,47.0,,,,,,4.0,7.0,6.0,1.0,32.0
429,CONNECTICUT,Cities,East Hartford,51431.0,56.0,35.0,21.0,,,,,,,,,,5.0
430,CONNECTICUT,Cities,East Haven,29288.0,6.0,3.0,3.0,,,,,,,,,,
431,CONNECTICUT,Cities,Easton,7584.0,17.0,11.0,6.0,,,,,,2.0,3.0,1.0,2.0,14.0
432,CONNECTICUT,Cities,East Windsor,11200.0,56.0,52.0,4.0,,,,,,,1.0,,1.0,3.0
433,CONNECTICUT,Cities,Fairfield,60122.0,184.0,106.0,78.0,,,,,,1.0,,,,9.0
434,CONNECTICUT,Cities,Farmington,25429.0,225.0,152.0,73.0,,,,,,2.0,2.0,1.0,1.0,13.0
435,CONNECTICUT,Cities,Glastonbury,34547.0,90.0,51.0,39.0,,,,,,,,,,4.0
436,CONNECTICUT,Cities,Granby,11321.0,104.0,77.0,27.0,,,,,,2.0,,,,4.0
437,CONNECTICUT,Cities,Greenwich,61948.0,46.0,29.0,17.0,,,,,,1.0,1.0,1.0,,11.0
438,CONNECTICUT,Cities,Groton,10397.0,199.0,127.0,72.0,,,,,,1.0,1.0,1.0,,18.0
439,CONNECTICUT,Cities,Groton Town,29231.0,123.0,121.0,2.0,,,,,,2.0,1.0,1.0,,27.0
440,CONNECTICUT,Cities,Hamden,61032.0,24.0,19.0,5.0,,,,,,,,,,4.0
441,CONNECTICUT,Cities,Madison,18288.0,465.0,311.0,154.0,,,,,,4.0,3.0,3.0,,19.0
442,CONNECTICUT,Cities,Middletown,47878.0,11.0,8.0,3.0,,,,,,,,,,3.0
443,CONNECTICUT,Cities,Monroe,19728.0,202.0,176.0,26.0,,,,,,3.0,,,,22.0
444,CONNECTICUT,Cities,Naugatuck,31896.0,93.0,60.0,33.0,,,,,,,,,,
445,CONNECTICUT,Cities,New Canaan,19992.0,1227.0,987.0,240.0,3.0,1.0,2.0,,,2.0,12.0,7.0,5.0,1108.0
446,CONNECTICUT,Cities,New Haven,129934.0,185.0,132.0,53.0,,,,,,6.0,1.0,1.0,,81.0
447,CONNECTICUT,Cities,New London,27643.0,107.0,63.0,44.0,,,,,,10.0,,,,13.0
448,CONNECTICUT,Cities,New Milford,28047.0,35.0,20.0,15.0,,,,,,1.0,,,,4.0
449,CONNECTICUT,Cities,Newtown,27904.0,32.0,25.0,7.0,,,,,,,,,,5.0
450,CONNECTICUT,Cities,North Branford,14422.0,176.0,111.0,65.0,,,,,,,,,,5.0
451,CONNECTICUT,Cities,North Haven,24119.0,460.0,341.0,119.0,1.0,1.0,,,,1.0,4.0,3.0,1.0,38.0
452,CONNECTICUT,Cities,Norwalk,86693.0,48.0,27.0,21.0,,,,,,,,,,12.0
453,CONNECTICUT,Cities,Old Saybrook,10293.0,41.0,37.0,4.0,,,,,,,,,,9.0
454,CONNECTICUT,Cities,Orange,13971.0,56.0,38.0,18.0,,,,,,,,,,5.0
455,CONNECTICUT,Cities,Plymouth,12202.0,48.0,34.0,14.0,,,,,,1.0,1.0,,1.0,5.0
456,CONNECTICUT,Cities,Putnam,9588.0,12.0,12.0,,,,,,,,,,,2.0
457,CONNECTICUT,Cities,Redding,9275.0,10.0,4.0,6.0,,,,,,,,,,4.0
458,CONNECTICUT,Cities,Ridgefield,24952.0,33.0,31.0,2.0,,,,,,,,,,5.0
459,CONNECTICUT,Cities,Seymour,16558.0,33.0,20.0,13.0,,,,,,,,,,5.0
460,CONNECTICUT,Cities,Shelton,40062.0,33.0,19.0,14.0,,,,,,,,,,4.0
461,CONNECTICUT,Cities,Simsbury,23591.0,145.0,130.0,15.0,,,,,,8.0,,,,22.0
462,CONNECTICUT,Cities,Southington,43219.0,538.0,436.0,102.0,3.0,3.0,,,,1.0,2.0,2.0,,158.0
463,CONNECTICUT,Cities,Stamford,124201.0,15.0,10.0,5.0,,,,,,1.0,,,,1.0
464,CONNECTICUT,Cities,Stonington,18556.0,173.0,138.0,35.0,,,,,,4.0,,,,11.0
465,CONNECTICUT,Cities,Stratford,52041.0,9.0,7.0,2.0,,,,,,1.0,,,,4.0
466,CONNECTICUT,Cities,Suffield,15789.0,13.0,11.0,2.0,,,,,,1.0,,,,1.0
467,CONNECTICUT,Cities,Thomaston,7859.0,109.0,103.0,6.0,,,,,,3.0,,,,3.0
468,CONNECTICUT,Cities,Torrington,36264.0,168.0,107.0,61.0,,,,,,,,,,8.0
469,CONNECTICUT,Cities,Trumbull,36474.0,232.0,166.0,66.0,,,,,,,,,,14.0
470,CONNECTICUT,Cities,Vernon,29217.0,349.0,231.0,118.0,,,,,,1.0,,,,19.0
471,CONNECTICUT,Cities,Wallingford,45183.0,77.0,49.0,28.0,,,,,,2.0,,,,7.0
472,CONNECTICUT,Cities,Waterford,19529.0,33.0,24.0,9.0,,,,,,2.0,,,,8.0
473,CONNECTICUT,Cities,Watertown,22437.0,465.0,269.0,196.0,,,,,,,,,,15.0
474,CONNECTICUT,Cities,West Hartford,63487.0,5.0,5.0,,,,,,,,,,,1.0
475,CONNECTICUT,Cities,Weston,10309.0,32.0,30.0,2.0,,,,,,,,,,6.0
476,CONNECTICUT,Cities,Westport,26728.0,161.0,113.0,48.0,,,,,,,10.0,9.0,1.0,12.0
477,CONNECTICUT,Cities,Wethersfield,26762.0,127.0,111.0,16.0,,,,,,,5.0,5.0,,18.0
478,CONNECTICUT,Cities,Willimantic,17818.0,13.0,8.0,5.0,,,,,,1.0,,,,2.0
479,CONNECTICUT,Cities,Wilton,18291.0,12.0,7.0,5.0,,,,,,1.0,,,,3.0
480,CONNECTICUT,Cities,Winchester,11205.0,98.0,81.0,17.0,,,,,,1.0,,,,11.0
481,CONNECTICUT,Cities,Windsor,29145.0,63.0,50.0,13.0,,,,,,1.0,,,,11.0
482,CONNECTICUT,Cities,Windsor Locks,12541.0,14.0,12.0,2.0,,,,,,,,,,1.0
483,CONNECTICUT,Cities,Wolcott,16697.0,19.0,13.0,6.0,,,,,,,,,,4.0
484,CONNECTICUT,Cities,Woodbridge,9000.0,13.0,9.0,4.0,,,,,,,,,,
485,CONNECTICUT,Universities and Colleges,Central Connecticut State University,12521.0,11.0,7.0,4.0,,,,,,,,,,1.0
486,CONNECTICUT,Universities and Colleges,Eastern Connecticut State University,5586.0,16.0,10.0,6.0,,,,,,,,,,
487,CONNECTICUT,Universities and Colleges,Southern Connecticut State University,11533.0,,,,,,,,,,,,,
488,CONNECTICUT,Universities and Colleges,University of Connecticut:,11533.0,11.0,8.0,3.0,,,,,,,,,,
489,CONNECTICUT,Universities and Colleges,Health Center3,11533.0,351.0,213.0,138.0,,,,,,,,,,9.0
490,CONNECTICUT,Universities and Colleges,"Storrs, Avery Point, and Hartford3",11533.0,11.0,7.0,4.0,,,,,,,,,,1.0
491,CONNECTICUT,Universities and Colleges,Western Connecticut State University,6407.0,2253.0,1672.0,581.0,51.0,29.0,22.0,,,57.0,3.0,3.0,,302.0
492,CONNECTICUT,State Police Agencies,Connecticut State Police,6407.0,1.0,1.0,,,,,,,,,,,
493,CONNECTICUT,Other Agencies,State Capitol Police,6407.0,39.0,23.0,16.0,,,,,,1.0,,,,2.0
494,DELAWARE,Cities,Bethany Beach,1089.0,10.0,5.0,5.0,,,,,,,,,,2.0
495,DELAWARE,Cities,Blades,1275.0,114.0,54.0,60.0,,,,,,1.0,,,,5.0
496,DELAWARE,Cities,Bridgeville,2104.0,25.0,14.0,11.0,,,,,,,,,,3.0
497,DELAWARE,Cities,Camden,3558.0,10.0,5.0,5.0,,,,,,,,,,2.0
498,DELAWARE,Cities,Cheswold,1416.0,42.0,24.0,18.0,,,,,,,,,,3.0
499,DELAWARE,Cities,Clayton,2999.0,20.0,10.0,10.0,,,,,,,,,,
500,DELAWARE,Cities,Dagsboro,822.0,10.0,5.0,5.0,,,,,,1.0,,,,1.0
501,DELAWARE,Cities,Delaware City,1725.0,11.0,10.0,1.0,,,,,,1.0,,,,3.0
502,DELAWARE,Cities,Delmar,1648.0,56.0,11.0,45.0,,,,,,,,,,
503,DELAWARE,Cities,Dewey Beach,351.0,586.0,299.0,287.0,1.0,1.0,,,,3.0,1.0,,1.0,129.0
504,DELAWARE,Cities,Dover,36961.0,9.0,4.0,5.0,,,,,,,,,,
505,DELAWARE,Cities,Ellendale,390.0,61.0,49.0,12.0,,,,,,,,,,36.0
506,DELAWARE,Cities,Elsmere,6240.0,7.0,4.0,3.0,,,,,,,,,,2.0
507,DELAWARE,Cities,Felton,1334.0,10.0,6.0,4.0,,,,,,,,,,1.0
508,DELAWARE,Cities,Fenwick Island,388.0,,,,,,,,,,,,,
509,DELAWARE,Cities,Frankford,871.0,142.0,75.0,67.0,,,,,,,6.0,4.0,2.0,22.0
510,DELAWARE,Cities,Georgetown,6596.0,48.0,22.0,26.0,,,,,,,,,,4.0
511,DELAWARE,Cities,Greenwood,1001.0,132.0,66.0,66.0,,,,,,1.0,,,,8.0
512,DELAWARE,Cities,Harrington,3659.0,89.0,45.0,44.0,,,,,,1.0,,,,17.0
513,DELAWARE,Cities,Laurel,3810.0,58.0,30.0,28.0,,,,,,3.0,,,,4.0
514,DELAWARE,Cities,Lewes,2820.0,254.0,153.0,101.0,1.0,,1.0,,,,,,,25.0
515,DELAWARE,Cities,Middletown,19203.0,233.0,126.0,107.0,,,,,,4.0,1.0,1.0,,56.0
516,DELAWARE,Cities,Milford,9816.0,59.0,35.0,24.0,,,,,,1.0,,,,11.0
517,DELAWARE,Cities,Millsboro,3985.0,33.0,18.0,15.0,,,,,,,,,,6.0
518,DELAWARE,Cities,Milton,2650.0,369.0,212.0,157.0,,,,,,,5.0,4.0,1.0,57.0
519,DELAWARE,Cities,Newark,31965.0,167.0,76.0,91.0,,,,,,,2.0,1.0,1.0,4.0
520,DELAWARE,Cities,New Castle,5378.0,,,,,,,,,,,,,2.0
521,DELAWARE,Cities,Newport,1074.0,34.0,17.0,17.0,,,,,,,,,,4.0
522,DELAWARE,Cities,Ocean View,1933.0,56.0,32.0,24.0,,,,,,,,,,1.0
523,DELAWARE,Cities,Rehoboth Beach,1364.0,194.0,102.0,92.0,,,,,,,,,,40.0
524,DELAWARE,Cities,Seaford,7113.0,20.0,9.0,11.0,,,,,,1.0,,,,7.0
525,DELAWARE,Cities,Selbyville,2216.0,145.0,83.0,62.0,,,,,,1.0,2.0,1.0,1.0,22.0
526,DELAWARE,Cities,Smyrna,10292.0,5.0,4.0,1.0,,,,,,,,,,
527,DELAWARE,Cities,South Bethany,461.0,1488.0,1124.0,364.0,1.0,1.0,,,,3.0,1.0,1.0,,621.0
528,DELAWARE,Cities,Wilmington,72088.0,7.0,4.0,3.0,,,,,,,,,,
529,DELAWARE,Cities,Wyoming,1349.0,20.0,10.0,10.0,,,,,,,,,,1.0
530,DELAWARE,Universities and Colleges,Delaware State University,4154.0,171.0,89.0,82.0,,,,,,,,,,7.0
531,DELAWARE,Universities and Colleges,University of Delaware,21489.0,1156.0,714.0,442.0,,,,,,14.0,27.0,13.0,14.0,496.0
532,DELAWARE,Metropolitan Counties,New Castle County Police Department,21489.0,,,,,,,,,,,,,
